id,description
555330,Offers a residential program to individuals with developmental disabilities. Also offers a continuum of services to assist residents as well as educational and vocational opportunities.
555336,"Takes clients to medical appointments within Franklin County and limited areas of Fairfield County as well as personal appointments within Groveport, Canal Winchester, Obetzand South Columbus."
555345,Provides treatment for conditions related to sleep disorders.
555352,"Offers a wide variety of informational and recreational programs and services. May include line dancing, card games, parties, guest speakers, tai chi, art and crafts, bingo, exercise classes, etc."
555353,"The mission of the Geauga County Department on Aging is to support positive aging through programs, services, and resources that promote health, wellness, safety, independence and dignity."
555370,"Accepts donations of clean, useable furniture, household goods, appliances, linens and other related items."
555376,Accepts donations of new arts and crafts supplies as well as tickets to sports and entertainment events. Donated items are never resold.
555378,"Accepts donations of new building materials, office supplies, arts and crafts materials, and special event tickets. Only accepts items that are in working condition. Donated items are never resold."
555381,Provides transportation to medical appointments and shopping for seniors. Collects traffic and parking fines for the Village of Highland Hills.
555384,Assists students with obtaining a work permit. Participates in the federal school lunch program. Provides bus transportation to school for some students.
555387,"Provides one pack of diapers and baby wipes. Other items such as adult diapers, nutritional supplements, and bed liners may be offered if available."
555392,Provides summer school and remedial programs as needed for students in the Euclid City School District. May not be held if there is not enough participation.
555410,Provides a variety of arts classes to patrons and the public of all ages.
555419,Offers storytelling to young children in a group setting. Also features storytelling for the whole family.
555427,Provides Special Education Programs And Special Educational Projects By Contract For School Districts.
555440,Offers a drug abuse education and prevention program to residents of German Township.
555445,Provides temporary emergency financial assistance for prescriptions.
555447,Program provides emergency food and clothing assistance. Serves individuals and families that live on the east side of 45402.
555448,Provides emergency food assistance to church members and the needy.
555449,Provides assistance with emergency food needs to the community.
555450,Provides supply of emergency food to Doylestown and Chippewa Township residents.
555454,"Provides emergency food to people experiencing temporary hardship. May include toiletries, hand soap, and laundry detergent. Clients may browse items and choose what they need."
555459,Provides emergency food to people in need.
555462,Offers emergency food to anyone residing in the Miami Valley. We now accept the 211 food cards.
555465,Provides a food pantry for those in need.
555466,"Provides a limited amount of emergency, nonperishable foods for those with a child up to age 3."
555475,Provides emergency shelter. Intake is performed through Bishop Cosgrove.
555479,Provides transitional housing for homeless men who are able to work. All intake is through Coordinated Intake at Bishop Cosgrove
555480,"Provides temporary emergency shelter at the Chardon Motel for homeless people in Geauga County. There is no guarantee of service, assistance dependant on available funding."
555481,Provides emergency shelter services to single parent families or families that are the homeless.
555482,Provides the coordinated point of access for the adult and family shelter systems in Franklin County.
555486,"Provides health services to individuals in their homes. Services include skilled nursing, medical social work, home health aides, physical, occupational and speech therapists."
555502,Provides a yoga class for older adults and separate classes for pregnant women and for new mothers and their babies.
555508,"Provides a lower level of care than inpatient substance abuse treatment. Treatment includes group and individual counseling, family counseling, substance abuse education, and relapse prevention."
555512,"Strengthen individuals, families and communities through education."
555518,Provides counseling for problem gambling issues through individual and family therapy.
555520,"Program is offered for adult victims of domestic violence or sexual assault. Couseling is individual between client and counselor, in which goals are established for each session."
555536,Provides a confidential support group for women recovering from emotional issues after an abortion. Call for information for meeting location and hours.
555538,"Provides educational speakers and programs to schools, jails, detention centers, and other organizations. Topics relate to reproductive health issues and sexually transmitted disease prevention."
555545,"Provides information on Columbus and surrounding areas, community events and attractions."
555548,"Offers credit repair and financial education in budgeting, banking options and savings."
555558,"Provides emergency assistance to eligible residents of Middletown with utility bills, birth cert or medical bills on a case by case basis. We do not help with rent."
555571,"Prepares students with disabilities to successfully transition from school, to live and work independently in their community."
555590,Providing merchandise services discount cards for senior discounts of services and products offered through various businesses.
555596,Offers a variety of classes designed to help indiviuals reach their financial goals.
555603,"Provides guidance through the steps of cleaning up credit, purchasing a home and obtaining a mortgage. Offers seminars on topics such as buying a home and home equity loans."
555609,Offers A Choice Food Pantry.
555610,Provides food to help those in need to obtain adequate food.
555612,Providing food pantry services to residents of Fairfield School District and Lindenwald area.
555613,Provides three day emergency supply of food per family member.
555614,"Providing food pantry services, Choice Food Pantry serving Lakota School District"
555617,Offers a 3 day supply of food once a month
555620,Food pantry for those in need in the Springfield community.
555623,Provides free food pantry services
555626,Prepares and distributes bulk hot meals that organizations can use for their hot meal programs.
555642,Provides food supplies and personal care items for those in need.
555643,Provides fresh produce for those in need.
555644,Provides free food pantry services to eligible residents of Butler county
555650,Food available for those residing in Southeastern School District
555653,Provides a food pantry where individuals may receive food.
555655,"Provides food assistance to those in need, including canned goods, meats, vegetables and fruits, etc."
555656,Provides free food services to low income individuals in the Goshen area of Clermont county.
555659,Provides Free Food Pantry Services To Residents Of 45223 And 45224.
555662,Provides food assistance to individual or families in need.
555682,Provides assessment and individual counseling sessions for clients with problem gambling issues.
555689,Provides assessment and counseling for those with problem gambling issues. Provides financial counseling as part of the treatment program.
555715,"Provides academic counseling, some general counseling, and career counseling. Assists students with choosing and applying to a college. Offers intelligence testing if needed."
555719,Provides connections throughout the Dayton area for reentering citizens to help locate jobs and housing.
555720,Offers a 12 week program serving adults who have experienced childhood sexual abuse.
555721,"Provides a group to assist those who have experienced a loss through miscarriage, still birth, or newborn infant death in dealing with feelings and issues that arise from the loss."
555725,"Provides a support group for female survivors of domestic violence. Group focuses on support, recovery, and education."
555726,Offers a domestic violence support group for battered women.
555733,"Provides a mutual support group for new parents, offering practical help and emotional support. Those who attend earn incentives, such as formula and baby supplies."
555746,Certifies low income families and adults to increase their purchasing power for grocery food items.
555762,"Provides a loan and contracting for exterior home repair projects. Exterior projects include but are not limited to roof, windows, siding, concrete repair, rails, painting, etc."
555778,Provides personal care and homemaking services to assist clients in maintaining independence in their homes.
555784,Offers free classes to help adults 18 years and up to learn to manage asthma. Services are offered at the Good Samaritan Hospital.
555786,Provides individual patient education and counseling on nutrition.
555796,"Provides a variety of classes such as Zumba, cooking, resume writing, homework skills."
555801,"Offers health screenings such as blood pressure, diabetes, colorectal cancer screening, prostate cancer screening and foot care."
555805,Provides screening for tuberculosi.
555815,"Provides General Physical Exams, Pediatrics, Well Baby Care, And Childhood Immunizations."
555822,"Provides Diagnostic And Specialty Treatment Services To Persons Suffering From Illness, Injury, Or Physical Conditions Which Do Not Require Overnight Or Longer Hospitalization."
555823,"Provides a variety of speech and hearing services, from hearing screenings to full audiological evaluations, speech and language evaluations, speech and language therapy, and hearing aids."
555829,Provides information and referral services for families with hearing impaired relatives.
555837,Provides a Thanksgiving meal.
555840,"Provides furniture, appliances and home furnishings to families who have been referred by a Dublin Furniture Banc member agency. Member agencies must be registered to refer clients."
555850,"Seeks volunteers interested in sorting, tagging, and selling donated items."
555852,Provides box fans for seniors.
555853,"Provides housing facilites and servicesto low income, functionally impaired elderly persons in the Greater Cincinnati area."
555871,"Offers Assistance With Filling Out Some Forms, Will Run Errands, And Provides Information About Social Services For Seniors."
555885,Provides school health programs for the Field Local School District.
555894,Offers handcrafted items from developing countries. All profits are returned to artisans.
555902,"Strives to encourage conservation and appreciation of nature by providing the public, particularly children, opportunities to study plant and animal life in their natural settings."
555903,Evaluates unsentenced offenders in Greene County jail to determine whether or not these persons can be released on bond.
555907,"Offers services and support in the areas of special education, curriculum, standards, leadership, assessment, data analysis, instruction, professional development and educational technology."
555911,Maintains records of births in Geauga County from 1909 to the present and deaths in Geauga County from 1951 to present. Provides certified copies of birth and death certificates.
555914,Offers car seat checks by appointment. Please review vehicle and car seat manuals before appointment. Bring vehicle and car seat manuals. Does not provide car seats.
555937,Provides mental health services to individuals in need.
555958,"Provides Services Geared Toward Personal Growth, Professional Development And Career Progression."
555961,Offers general guidance counseling and career counseling for students. Advises students on college preparation and career planning.
555971,Court process taht allows you to have any and all reference toa prior criminal conviction cleard and your court file sealed.
555972,Appointed by the court to represent offenders who are threatened with a jail sentence and are financially incapable of providing their own representation.
555980,Offers legal services including court representation for indigent persons charged with criminal offenses.
555981,"Defends the life and liberty of clients and protects their statutory and constitutional rights, by providing effective and ethical representation."
555984,Establishes the paternity of children born out of wedlock.
555989,Delivers library materials to homebound residents. Interested individuals call and consult with a librarian about what materials they would like and then make arrangements for delivery.
555991,"Provides organized collections of books, manuscripts, recordings, periodicals and movies for use and loan. Large print and books on CD are available."
555994,Provides home delivery of requested materials for homebound individuals.
555995,Provides delivery of books and other library materials to the residences of home bound patrons. Books are delivered by volunteers.
555998,Offering public library services in Highland County with 4 satellite locations.
556008,Provides podiatry and foot care services.
556055,This program hopes to empower women to create healthy and productive lifesyles free of drugs and alcohol while allowing their children reside with them.
556057,"Helps Cincinnati Police reduce crime and panhandling, removes litter and graffiti on downtown areas, connects social services programs to those in need, provides maps, guides and helpful directions."
556068,Offers a variety of sports leagues and instructional classes throughout the year for all ages and ability levels from recreational to competitive.
556069,"Offers a number of recreational programs, including football, cheerleading, basketball, softball and baseball"
556083,"Provides a safe environment for infants, toddlers, and preschoolers to play. Promotes motor skills and interaction among children and their parents or caregivers."
556091,Collects unwanted prescription drugs. Drugs are turned over to the DEA.
556099,Provides remedial reading and homework help followed by a full meal. Classes begin the first week in October and end the third week in May.
556103,"Provides a summer day camp with developmental, social, recreational and academic enrichment activities."
556108,Provides a directory of sports and recreational programs that serve special needs children.
556110,"Provides social, educational, recreational, and supportive services for older adults."
556133,Provides Fire Prevention And Protection Services For The Village Of Highland Hills. Offers Smoke Detectors For Seniors.
556140,Provides emergency transitional housing services to individuals in need of shelter.
556141,Provides fire protection services and fire prevention information. Also offers a smoke alarm program.
556148,Collects city taxes and provides assistance with filing them.
556155,"Provides transportation to eligible persons from their homes to medical appointments, banks, and weekly shopping trips."
556156,"Provides a van that transports eligible individuals to appointments, shopping, etc."
556174,Provides flu vaccinations.
556179,"Accepts volunteers to help with arts and cultural workshops and events, clerical duties, marketing, and fund raising."
556180,Provides opportunities to volunteer with the organization in a variety of capacities.
556186,Provides a summer program for youth ages 13 to 17 years old. Call for more information.
556188,Provides public school services for the Elida Local School District.
556192,Provides an employment program for youth during the Summer months.
556209,"Administers accessibility of court records, official licenses and certificates."
556211,Providing copies of vital records for Brown County residents for a fee.
556217,"Provides vocational training to children or adults over 16 years of age with brain injuries so as to develop appropriate work, social and vocational skills."
556236,Provides wound care services
556240,Offers various outpatient clinics.
556248,"Provides primary health care to adults and children, and obstetrics and prenatal care to area patients."
556257,"Provides a hotline for issues and crises related to mental health, substance abuse, and suicide."
556269,Provides a prescription discount card that allows for saving money on prescription medicine not covered by insurance.
556273,"The Eldercare Locator is a public service of the Administration for Community Living that connects older adults, families, and caregivers to resources in their local area."
556274,Provides information and referral for government agencies and services in the South West Ohio area.
556279,"Offers social, recreational, cultural, educational programs and trips."
556283,Is a senior center for Green Township in Ohio providing a variety of activities for seniors 55 and above
556287,Provides all fire and EMS services for Elizabeth Township. Also provides smoke detectors to any township residents who need them.
556288,Provides all fire and EMS services for Fayette Township. Also provides smoke detectors to any city residents who need them.
556290,Provides all fire and EMS services for Hamilton Township. Also provides smoke detectors to any city residents who need them.
556294,Provides yellow bus services to students in the Greater Cincinnati area.
556295,"Providing tutoring services to youth and adults. Provides SAT, ACT and OGT workshops."
556296,"Provides care for minor injuries and illnesses in a quiet, calm atmosphere with softer lighting."
556303,Provides A Monthly Meal For The Community
556305,Offers a community gardening program at three locations.
556313,Provides low income public housing to eligible residents of Madison County.
556318,Head Start Preschool Center Based And Early Head Start Home Base Serving Children And Families That Meet The Eligibility Criteria.
556334,Provides childcare that emphasizes growth and development for infants and toddlers. Offers support services to pregnant mothers. Prepares children and families for transitions.
556335,"Provides clothing for families and individuals. There are also sometimes linens, household items, and small appliances available."
556352,"Medina County Job and Family Services offers a variety of public assistance programs, each designed to provide support to your household."
556353,"Provides primary care and other medical services. SServices include assistance with medications, dental and vision care."
556375,Offers unclaimed dogs for adoption. Dogs are not vaccinated.
556377,"Provides recruiting, training and licensing of foster and adoptive parents."
556379,Provides a full range of basic and specialized dental services.
556393,Maintains records of births and deaths in Huron County. Provides certified copies of birth and death certificates.
556429,Provides dinner and tickets to a sporting or entertainment event. Serves as a diversion to medical routines for children with cancer and their families.
556438,"Administers state achievement and graduation tests and various aptitude, achievement, and intelligence tests."
556461,Offers permanent residential housing for persons with developmental and physical disabilities who wish to live independently and meet eligibility guidelines.
556466,Provides a wide variety of special interest camps for children and teens.
556519,Offers a monthly food pantry to people in need. Provides assistance based on number of people in household.
556528,Support groups designed for women who have experienced the loss of a spouse.
556553,Provides wheelchair accessible transportation services for seniors as well as disabled individuals with no other community options to meet their transportation needs.
556583,Provides preschool programming subsidized by the Ohio Department of Education.
556586,"The mission of the Medina County SPCA is to protect and care for animals in our community from abuse, cruelty, neglect, injury and abandonment."
556613,Provides screening for tuberculosis and blood pressure.
556629,Provides spiritual counseling.
556634,"Provides gifted education, special education, and special education assessment. Offers services for disabled students."
556656,Provides emergency food assistance for those in need.
556660,"Provides A Group Exercise Class, Designed To Help Stroke Survivors Maintain Function After Completing Rehabilitation Programs. Class Is Facilitated By A Physical Therapist."
556674,"HIV testing, counseling, education, and test results are provided in one visit."
556679,Provides birth and death records before 1923 for people who were born or who died within Linndale.
556686,"Provides physical, occupational, and speech therapy for those transitioning from the hospital to the home."
556695,Provides tutoring on a wide variety of subjects including academics. Tutoring includes aspects of Blomberg Rhythmic Movement Training.
556697,"Provides counseling, prevention education and immunization education. Administers international travel vaccines to those people traveling outside the United States."
556700,Provides fresh produce to those in need.
556713,"Provides individualized recovery treatment services in a freestanding, residential setting with the overall purpose of complete abstinence. Casa ALMA is for men and Casa MARIA is for women."
556719,"Provides outpatient counseling for a variety of needs, including bereavement, general counseling, and marriage counseling."
556728,"Provides a program for middle school youth. Participants are taught leadership skills, are trained to be peer tutors to primary students, and plan service projects for the community."
556733,"Provides a variety of health screenings and tests for various health conditions, including blood pressure, cholesterol, colorectal cancer, diabetes, and tuberculosis."
556735,"Provides intensive outpatient substance abuse treatment to address drug addiction, including opiates. Program includes group counseling and case management."
556741,"Offers medical care, lunch, grooming assistance, and leisure time activities through the Day Health Center."
556744,"Offers a structured, supportive environment where adults who qualify have opportunities for social recreation while learning activities of daily living."
556745,Provides seasonal flu vaccines. Seasonal flu vaccine includes numerous virus strains.
556758,Provides pediatric dental care and dental care for adults with developmental disabilities.
556760,"Provides speech therapy services to address problems with swallowing, voice, speech and language, cognitive disorders, strokes, and neurological disorders."
556781,"Provides free clothing from their clothing closet to residents of Greater Cincinnati, Northern Kentucky and Indiana BY APPOINTMENT ONLY. Offer a soup cafe for residents coming in for clothing."
556790,FREE income tax preparation for low income housholds.
556797,"Provides used clothing to those who have suffered disasters, including flooding."
556798,Provides limited electric and gas bill utility payment assistance to people in need. Does not help with utility deposits.
556807,Provides individual counseling sessions for those dealing with problem gambling issues. May also involve family group therapy.
556810,"Provides breast exams and mammograms, among other services related to breast care."
556812,Provides Emergency Financial Assistance For Utility Bill Payments And Rent Payments.
556815,Provides supplemental food supplies to those in need.
556817,Chums in a social support wellness recovery program specific to seniors over 50 who have a primary diagnosis of mental illness.
556826,Offers ongoing bereavement support group for individuals who have lost a loved one.
556833,"Provides special interest day camps for youth interested in science, soccer, basketball, baseball, fencing, etc."
556846,Provides adult psychiatric counseling services and general counseling.
556848,"Provides temporary housing for women with substance abuse issues with a history of incarceration. Service includes intensive case management, employment preparation, and permanent housing assistance."
556852,"Provides legal advice, document preparation, and full representation for older adults. Assists with Durable Powers of Attorney, Advance Directives and Living Wills, and divorce."
556857,Provides outpatient counseling and psychiatric services to individuals ages 5 and up. Provides an Intensive Outpatient program for adults ages 18 and up.
556864,"Provides residential, adult day services, and respite care for persons with developmental disabilities and other special needs."
556865,A dental clinic for children and teenagers.
556874,Provides up to 2 weeks of food for those in need. Also offers hygiene items when available.
556880,Provides legal counsel for people in Medina County who do not have the ability to pay for an attorney.
556882,Provides high quality services to eligible residents.
556892,"Offers an after school program that offers supplemental education, training and mentorship."
556895,"Provides clothing, primarily to children and sometimes to adults. Provides assistance every 90 days."
556904,"Community Wraparound Services provides individual aides to work with individual children, youth and families in nearly any setting in order to maintain safety, success and stability."
556906,"Central office for public school district that administers and manages elementary, middle, and high schools within the district."
556938,Provides kosher canned and fresh food to those who need it.
556948,Provides supplemental and emergency food for those in need.
556960,"Providing clothing, personal grooming items and showers to the homeless."
556974,Provides foster care recruitment services to families in the Cincinnati area.
556982,Offers a variety of courses designed for those persons who want to enhance their career or start a new career.
556991,"Provides assistance with resolving problems and information on upcoming neighborhood projects. Issues covered include parking, safety, development, and access to city programs."
556992,Provides a domestic violence shelter for survivors of domestic violence to escape abuse in the home. Includes court advocacy and assistance with finding permanent housing.
556996,Provides low cost apartments for low income men.
556998,"Offers After School Activities Such As Tutoring, Mentoring, Computer Programs, Robotics Classes, Fitness Classes, Various Workshops, Games, And Gym Time For Students In Middle School And High School."
557005,Provides cognitive behavioral sessions that teach skills to cope with anger and misguided violence and to develop nonviolent alternatives for dealing with conflict.
557014,Provides services hospice services to patients and their families.
557026,Provides a support group for those with breast cancer.
557027,"Provides a monthly support group for women who have been diagnosed with breast cancer. Includes networking, speakers. Includes light refreshments."
557030,Offers a week long day camp for children and teens who have experienced the loss of a family member. Provides education in dealing with grief and appropriate ways of expressing grief.
557056,Offers a mediation program in civil cases in Medina County with the overall goal of getting the involved parties to reach a settlement before a trial.
557059,Provides a congregate meal for older adults.
557073,Provides an adult day support program for adults with developmental disabilities. Provides a wide variety of social and recreational activities for participants.
557076,Provides detoxification from opiates including heroin.
557078,Provides a monthly hot meal
557102,"This service provides transportation to work sites, Doctor appointments, grocery stores, and other facilities as needed."
557103,The Parent Educator Support Team is a group of parents and professional educators of children with special needs that have teamed up to form a valuable partnership.
557104,Offers Habilitation And Support Services Which Enable The Individual To Live And Participate In The Community As Well As Vocational Support.
557115,Sponsors a wide variety of story programs for children of various ages as well as for the whole family.
557119,"Offers proficiency test preparation, college entrance exam preparation, aptitude testing, study skills assistance, and tutorial services."
557134,Provides bereavement education and support groups for individuals dealing with the loss of loved ones.
557144,Support group for parents coping with the death of an adult child.
557158,"Provides services and programs to help students navigate through school and prepare for future education and careers. Helps with selecting courses, finding scholarships, counseling and advising."
557162,"Providing free food pantry services to the residents of Highland, Brown, Clinton and Adams counties."
557168,Assists students with obtaining a work permit. Participates in the federal school lunch program. Provides transportation to and from school for students with special needs.
557169,"Provides transportation to and from school for qualifying students, participates in the school lunch program, and helps with obtaining work permits for enrolled students."
557191,Operates four group homes for adults who have developmental disabilities.
557192,"Providing adult guardians, guardians are appointed by the Probate Courts of Butler and Warren Counties to make decisions for ward relating to health care, safety and living arrangements."
557196,Offers a class to teach those on limited budgets how to better select and prepare nutritional meals.
557208,Provides school health programs for the district.
557214,The Substance Abuse and Violence Intervention Program provides specially designed treatment for substance abusing clients who have committed acts of domestic violence.
557220,Offers academic and personal student counseling services including career objective counseling for students within the public school system.
557222,"Provides study skills assistance, tutorial services, and remedial education for youth."
557232,"RINGS is a marriage education program that helps couples learn the skills needed to create and maintain a loving, lasting marriage"
557237,"Facility that work with babies, children and adolescentsm who have general medical knowledge and an understanding of how treatments affect different developmental growth stages."
557243,"Provides instruction in many areas of the performing and visual arts as well as a social club, all targeted to older adults."
557246,Provides out of home respite care.
557249,"Offering homeless shelter volunteer opportunities, various volunteer opportunities for homeless shelter"
557251,Provides housing and supprtive services for women recovering from substance abuse and related issues.
557252,"Assists victims of crime in dealing with the criminal justice system, obtaining reparation, and contacting the proper agencies for help with problems associated with victimization."
557253,"Provides remedial education to students who are struggling with Math, English, and Science. Also offers summer school classes."
557259,Offers various school health programs.
557262,Provides school health programs for the Kenston Local School District.
557266,Provides school health programs for the Martins Ferry City School District.
557286,Provides assistance with getting supplies or making adjustments to homes requiring minor modifications for physical access. Availability is dependent on funding
557294,Providing rent and utility assistance to those who qualify within the Loveland school district.
557302,"Provides a variety of sports related activities for children and adults. Facilities include a comprehensive recreation complex with a pool, weight room and track, and tennis courts."
557325,"Provides groups homes for those who need 24 hour supervision, and cannot live completely independently. Residents learn about budget management, nutrition, housekeeping skills, and personal care."
557330,Delivers library materials to residents of Lakewood who are unable to come to the library.
557332,"Offers materials and services for the informational, educational and recreational purposes of the citizens of Allen County."
557336,Provides internet access through windows based computers.
557346,"Provides primary, preventative, diagnostic care as well as pediatrics, childhood immunizations, and physical examinations for sports and employment."
557348,"Provides a program of tutoring, reading development, and school preparation. Service also includes recreational opportunities and learning computer skills. Parent involvement is part of the program."
557349,Provides transportation assistance for eligible Medicaid recipients.
557356,"Offers classes on the homebuying process including foreclosure counseling, home repair, home maintenance, and the purpose of neighborhood associations."
557364,"Provides a three day supply of fresh produce, bread, and pastries packed according to family size."
557366,"Offers free, gently used clothing for individuals of all ages."
557373,"Provides exceptional healthcare in a respectful, compassionate, and healing environment."
557374,Provides groceries to those in need.
557378,"Provides classes that address economic stability such as credit repair, budgeting, understanding predatory lending, and building personal resources."
557393,Provides gas and grocery cards to needy parents of children with cancer.
557399,Provides chiropractic diagnosis and treatment for back and spine problems.
557404,Life Essentials guardianship of person services include providing guardians for adults deemed mentally incompetent by the Probate Court.
557411,Provides daily lunchtime congregate meal to older adults in Wayne and Stark Counties.
557421,"Accepts donations of new office supplies, computers, and arts and crafts supplies. Donated items are never resold."
557431,"Provides an opportunity for adults with disabilities to meet, to choose books to read, and to discuss the books together."
557446,"Provides a variety of classes and day camps focusing on aviation principles and history, aeronautics and rocketry, engineering, meteorology, and the space program."
557449,"Provides assistance and counseling in resume writing, interviewing techniques, successful dressing, communication skills, and motivation. Additionally offers job placement assistance."
557450,"Accepts donations of dog food, treats, toys, bedding, collars, leashes, and cleaning supplies. Donated items are never resold."
557454,"Provides education and support for patients, families, and others dealing with lupus."
557455,"Provides interactive story time for babies, toddlers, and those children at Preschool age."
557469,Provides fire services for the Village of Jeromesville and surrounding communities. Service includes fire prevention education and CPR instruction.
557486,Provides a support group for those with Hepatitis C.
557490,Serves free meals daily
557491,"Provides a meal, served after school hours, to children."
557501,Offers low cost clothing to those in need.
557502,"Provides a thrift store which sells clothing, kitchenware, bedding, toys, and small appliances. Stock varies considerably week to week depending on donations. Does not sell large appliances."
557507,"Offers mentoring for middle school and high school students. Mentoring focuses on conflict resolution, current issues, education and trade careers."
557510,Support group for familiy members of those who identify as Trans.
557513,Acts as a nuetral third party to help settle disputes.
557515,Provides a hot meal every Wednesday to anyone needing food.
557520,Provides a hot meal for the community. Meals are served family style.
557521,Provides a monthly hot meal to those in need.
557536,Provides free produce for individuals and families in need.
557539,Provides a number of bereavement support groups for those who have lost a loved one. Groups are varied in both frequency of meetings and setting.
557550,"Provides a variety of services designed to increase wellness or to deal with symptoms of medical conditions. Services include massage, nutrition education, and acupuncture among others."
557573,This is an income based apartment complex in London.
557582,Provides a public library system.
557606,An acute care hospital offering a full range of services and physicians skilled in providing that care.
557608,Provides vaccines for seasonal flu for both youth and adults.
557616,Provides emergency health care for acute conditions and life threatening injuries to children and teens.
557617,Provides emergency services
557619,Provides care for conditions that are serious but that do not require a trip to an emergency room.
557645,Provides programs and volunteer opportunities to help enhance and beautify cincinnati neighborhoods.
557651,Accepting donated clothing items and providing clothing items to eligible residence price hill area
557654,"Offers group classes, personal trainers, massage services, cardio and weight lifting equipment, kinesis, Zumba, yoga, Les Mills BodyPump, mulitpurpose courts and studios."
557666,Provides a food pantry located in the basement of church.
557667,Provides free food pantry services to residents of Adams County.
557668,Offers a food pantry to anyone in need of food
557669,Offers free fresh produce.
557670,Provides food pantry for those eligible.
557671,Provides free food pantry services to local residents only
557674,Providing outreach program services for homeless veterans in the Cincinnati area. Group and Individual Counseling sessions are conducted.
557675,Is a support group for people with short stature.
557676,Offers home health care services to residents.
557680,"Providing Homeless Shelter For Single Women And Homeless Shelter Services For Women And Children, A Safe Emergency Temporary Shelter For Homeless Women And Children."
557681,"Providing homeless shelter services, a safe emergency temporary shelter for homeless MEN."
557689,Offers monthly fresh produce distribution to the community.
557692,"Provides temporary emergency shelter including meals and laundry facilities and case management services to single men, women and families that are experiencing a crisis situation."
557695,"Program allows participants to save for their education, microenterprise and have the savings matched with addtional funding from the organization. Must complete financial literacy workshop."
557699,Providing Ohio Benefit bank services to all residents without any zip code restrictions. Services include benefits screening and tax preparation services.
557708,Provides referrals to the Furniture Bank of Central Ohio.
557710,"Providing services for use of bathing and toilet facility for the homeless population, Launder only one set of clothes per person per day, local telephone calls can be made using their phone system."
557722,"Assists those needing to locate affordable housing by evaluating their finances, planning a budget, and providing leads to appropriate housing rentals."
557723,"Provides career counseling, referrals to education and training programs, job placement programs, vocational assessments, and job readiness. Also provides referrals for clothing."
557744,Provides Financial Assistance In Paying For Prescriptions.
557752,Provides emergency health services.
557758,Offers classes and workshops on a number of topics for all ages.
557760,Records notary commissions and maintains the records of all Notary Commissions registered in Crawford County and keeps signatures on file.
557781,"Provides stabilization for adults ages 18 and up during crisis, assisting in providing a higher level of functioning."
557786,Offers a variety of free classes that enrich the lives of individuals with mental and emotional disabilities in Brown and Clermont counties.
557788,"Provides stabilization for youth ages 11 to 17 years old during child or adolescent crisis, assisting the child or adolescent and family to a higher level of functioning."
557790,Provides a fresh produce giveaway.
557795,"Provides homework help, resources, and a quiet place to study for children who wish to participate."
557796,Provides a dropbox for unused and expired prescription medications.
557797,Provides comprehensive emergency room services 24 hours per day.
557805,Offers unclaimed dogs for adoption. Dogs are typically vaccinated.
557807,Provides a shelter and animal adoption services
557818,"Provides supportive services to seniors age 60 and older including adult daycare, homemaking services, transportation, activities, trips and events."
557819,Provides workshops and presentations for those who wish to further their professional development.
557852,Employs victims coordinator available to assist and advocate for victims and witnesses of crimes committed in the county.
557872,"Services include educational presentations and speaking engagements. Activities will be provided for children who have mothers in treatment, by special arrangement."
557875,Patrol In A Public Area Concerning The Care And Treatment Of Animals.
557876,"Provides low cost surgeries for the public pets. A mobile vet unit comes monthly and provides veterinary care for dogs, cats and rabbits."
557879,Houses stray dogs found in Marion County.
557881,Program is intended for adults age 18 and older who have a primary psychiatric diagnosis of a mood or anxiety disorder intensive outpatient treatment.
557912,Provides screening and diagnostic mammograms to assist in monitoring breast health. Services include ultrasonography and biopsies.
557913,Provides free pap tests and mammograms for eligible Madison County women. Women are served by a local provider in their county if possible.
557920,"Provides screenings for blood pressure, cholesterol, and diabetes. Occasionally provides other screenings. Also offers classes in preparing healthy foods."
557926,Assists people with disabilities in obtaining the employment of their choosing by searching a wide variety of job options.
557936,Provides a support groups for family members of Alzheimer patients
557940,Provides stabilization services to families in crisis to prevent child abuse and neglect
557959,"Provides baby food, formula, diapers, and other infant and child care items to needy persons with an agency referral."
557965,"Offers small group opportunities for women interested in improving their American English. Beginning, intermediate and advanced conversation levels are available. Child care is available."
557969,Provides adapted clothing for adult men and women sizes.
557976,"Offers free internet access, academic resources and skill building trainings. Youth can learn how to operate programs such as Excel and PhotoShop."
557978,"Provides adult day services including physical and social activities, entertainment programming, field trips and daily kosher meal service."
557990,Couples requesting marriage mentoring will be connected with trained mentor couples who will provide support with relational and conflict resolution skills.
557993,"Offers hot meals, support and educational programs focused on nutritional issues and life skills."
557998,Provides an air conditioned place for people to go to when the weather is extremely hot.
558004,Our mission is to provide high quality community health care and improve the quality of health in families throughout their lifespan.
558012,Most Clinics are scheduled. Otherwise an appointment is recommended.
558013,"Does exams, cleanings, sealants, cavity removal and extractions. Each patient will be seen by a volunteer dentist, hygienist and dental assistant."
558020,Provides a hot meal to those in need and to those who want to share a community meal.
558021,Provides a hot meal program for those in need.
558023,Provides a monthly hot meal to the community
558029,Provides support group facilitation for individuals with dyslexia.
558037,"Provides information, support and referrals to children and families affected by Type 1 diabetes as well as the general public."
558038,Provides counseling and support groups for individuals with disabilities.
558047,"Offers work training, sheltered employment, transportation, community employment, and other supports to eligible adults with developmental disabilities."
558051,Coordinates the collection of donations for disaster survivors throughout the state.
558062,"Loans gently used durable medical equipment to individuals in need. Equipment includes wheelchairs, crutches, canes, walkers, bath seats, bedside commodes, etc."
